FEN;d19;d20
1B1n2k1/1p1n1pbp/p1p3p1/8/5P2/P1N1P2P/BP4P1/6K1 w - - 1 27;20;21
1B1n2k1/1p1r2pp/p1p5/3p4/3P4/1QP3P1/P5P1/6K1 w - - 0 32;472;479
1B1n2k1/1p1r2pp/pQp5/3p4/3P4/2P3P1/P5P1/6K1 b - - 1 33;-425;-431
1B1n2k1/1p1r4/5p2/6pp/P2p4/1R1P4/2r2PPP/R5K1 w - - 2 34;-28;-16
1B1n2k1/1p2bppp/p3b3/8/8/1NP2B2/PP4PP/7K w - - 0 21;19;5
1B1n2k1/1p2bppp/p3b3/N7/8/2P2B2/PP4PP/7K b - - 1 22;4;10
1B1n2k1/1p2bppp/p7/N7/8/2P2B2/bP4PP/7K w - - 0 22;12;18
1B1n2k1/1p2ppb1/p5pp/2p5/2P1B3/1P2P3/P4PPP/6K1 w - - 0 25;123;129
1B1n2k1/1p3pbp/p1p2np1/8/5P2/P1N1P2P/BP4P1/6K1 b - f3 0 27;-4;0
1B1n2k1/1p3pbp/p1p2np1/8/8/P1N1P2P/BP3PP1/6K1 w - - 0 26;14;18
1B1n2k1/1p3pp1/p6p/1r6/1P1p4/3P4/5PBP/2R2K2 b - - 0 32;-294;-300
1B1n2k1/1p4p1/p1p1pn1p/2P5/3P4/P1P2B1P/6P1/6K1 w - - 0 31;94;86
1B1n2k1/1p4pp/p1Q2p2/2p5/3p3P/P2P2P1/1PP2PK1/8 b - - 0 24;-31;-37
1B1n2k1/1p4pp/p1q2p2/2p5/3p3P/P2P1QP1/1PP2PK1/8 w - - 0 23;40;51
1B1n2k1/1pp1ppbp/6p1/8/4N3/2P3PP/bP2PPB1/5K2 b - - 1 18;-6;0
1B1n2k1/2nr1pbp/8/3BP1p1/1PP2PP1/P6P/8/2Q3K1 w - - 2 30;836;839
1B1n2k1/2p2pb1/1p5p/4P1p1/8/5N1P/PP3PP1/6K1 b - - 1 30;-54;-59
1B1n2k1/2p2pbp/1p3np1/4p3/4P1b1/2N2N2/PPP1BPPP/6K1 b - - 1 16;-111;-122
1B1n2k1/2p2ppp/1p2r3/8/2P1b3/2P5/P3B1PP/5RK1 b - - 1 20;60;54
1B1n2k1/2p3bp/5pp1/3rp3/6P1/5N2/P4P1P/1R4K1 w - - 0 29;-57;-72
1B1n2k1/2pb1pb1/1p3npp/4p3/4P3/2N3PP/PPP1NPB1/6K1 b - - 1 18;-122;-134
1B1n2k1/2pr2bp/5pp1/3Pp3/6P1/5N2/P4P1P/1R4K1 b - - 4 29;63;63
1B1n2k1/3P1pp1/p6p/2p5/B1P1P3/7P/4rPP1/3R2K1 w - - 0 34;1587;1659
1B1n2k1/3P1ppp/3n4/p2Bp3/8/8/6PP/5K2 b - - 4 35;-105;-117
1B1n2k1/3P3p/p3pp2/3p1bp1/3P4/P6P/4BPP1/6K1 b - - 0 32;-115;-122
1B1n2k1/3R1p1p/5bp1/p7/8/6P1/4PP1P/6K1 w - a6 0 25;349;348
1B1n2k1/3q2pp/2p1pr2/2Pp1p2/3P1P2/8/1Q4PP/R5K1 w - - 1 30;177;182
1B1n2k1/3r1p1p/R5p1/p7/5p2/5P2/5PKP/8 b - - 2 39;115;108
1B1n2k1/4b2p/ppp2pp1/3p4/3P2PP/2PN1P2/PP3K2/8 w - - 0 33;116;116
1B1n2k1/4bp1p/r1B3p1/p1p5/1p6/1P2P1P1/P3KP1P/3R4 w - - 6 31;133;127
1B1n2k1/4bp1p/r5p1/p1p5/Bp6/1P2P1P1/P3KP1P/3R4 b - - 7 32;-126;-120
1B1n2k1/4q2p/2r3p1/n1p2P1b/p1PpP1N1/Pp1P1B1Q/1P5P/R5RK b - - 0 37;-1027;-1058
1B1n2k1/5p2/2Pp3p/4p1pP/4P1P1/5P2/8/6K1 b - - 0 38;-30;-30
1B1n2k1/5pb1/q3p1pp/4P3/P6P/5NP1/2Q2PK1/8 b - - 0 30;-112;-120
1B1n2k1/5pp1/p6p/2p5/P1P1PP2/8/6PP/6K1 w - - 1 36;171;181
1B1n2k1/5ppp/4p3/1nPp4/1N6/4PP2/6PP/5K2 b - - 2 34;-40;-37
1B1n2k1/5ppp/5b2/1p2p3/3pP3/1P1n1NP1/5P1P/5BK1 b - - 1 26;-31;-29
1B1n2k1/5ppp/5b2/1p2p3/3pP3/1P1n1NPB/5P1P/6K1 w - - 0 25;19;18
1B1n2k1/5ppp/5b2/1pn1N3/3pP3/1P4P1/5P1P/5BK1 b - - 0 27;-3;0
1B1n2k1/5ppp/5b2/1pn1p3/3pP3/1P3NP1/5P1P/5BK1 w - - 2 26;26;25
1B1n2k1/5ppp/8/1pn1b3/3pP3/1P4P1/5P1P/5BK1 w - - 0 27;0;0
1B1n2k1/5ppp/p4b2/1P2p3/3pP3/1P1n1NPB/5P1P/6K1 b - - 0 25;-29;-22
1B1n2k1/5ppp/p4b2/1p2p3/P2pP3/1P1n1NPB/5P1P/6K1 w - - 0 24;37;31
1B1n2k1/5ppp/pp3b2/4p3/P2pP3/1P1n1NPB/5P1P/6K1 b - - 0 24;44;55
1B1n2k1/5ppp/pp3b2/4p3/P2pP3/3P1NPB/1P3P1P/2n3K1 b - - 0 23;64;55
1B1n2k1/5ppp/pp3b2/4p3/P2pP3/3n1NPB/1P3P1P/6K1 w - - 0 23;-50;-42
1B1n2k1/6b1/pp6/2p5/2PpN1pP/1P1P4/P6K/8 w - - 2 42;189;190
1B1n2k1/6n1/ppN2b1p/5pp1/1P6/P2NPP1P/5K2/8 w - - 2 37;28;29
1B1n2k1/6p1/p1p2p1p/1p6/5P2/P6P/1P4PK/8 w - - 0 39;-79;-84
1B1n2k1/6pp/8/1PpP4/8/pP4P1/1r5P/4R1K1 w - - 2 33;-12;-6
1B1n2k1/6pp/8/1PpP4/8/pP4P1/P3r2P/1R4K1 b - - 0 32;6;60
1B1n2k1/6pp/8/1PpP4/8/pP4P1/r6P/1R4K1 w - - 0 32;-42;-21
1B1n2k1/6pp/8/1PpP4/8/pP4P1/r6P/4R1K1 b - - 1 33;29;35
1B1n2k1/6pp/8/1ppP4/2P5/pP4P1/P3r2P/1R4K1 w - - 0 31;43;46
1B1n2k1/6pp/8/1ppP4/p1P5/1P4P1/P3r2P/1R4K1 b - - 0 31;-66;-60
1B1n2k1/6pp/p1p2p2/2p5/3p2PP/P2P4/1PP2PK1/8 b - - 0 25;-60;-54
1B1n2k1/6pp/p1p2p2/2p5/3p3P/P2P2P1/1PP2PK1/8 w - - 0 24;63;63
1B1n2k1/7p/5bpP/3Pp1p1/4P3/5P2/P7/4K1R1 w - - 1 34;654;668
1B1n2k1/7p/5bpP/3Pp1p1/P3P3/5P2/8/4K1R1 b - a3 0 35;-691;-705
1B1n2k1/7p/8/ppp2NP1/3b3P/PPn2B2/6K1/8 w - - 0 51;251;258
1B1n2k1/7p/p1p2pp1/2p5/3p2PP/P2P1K2/1PP2P2/8 b - - 1 26;-65;-58
1B1n2k1/7p/p1p2pp1/2p5/3p2PP/P2P4/1PP2PK1/8 w - - 0 25;67;54
1B1n2k1/7p/p1p3p1/5p2/5P2/1P6/P1K3PP/8 w - - 0 28;81;79
1B1n2k1/7p/p1p3p1/5p2/5P2/1PK5/P5PP/8 b - - 1 29;-89;-89
1B1n2k1/7p/p7/1pp2NP1/3b3P/1Pn2B2/P5K1/8 w - - 15 50;187;189
1B1n2k1/7p/p7/1pp2NP1/3b3P/PPn2B2/6K1/8 b - - 0 51;-172;-178
1B1n2k1/7p/p7/1pp2NP1/3bn1BP/1P6/P5K1/8 w - - 13 49;172;181
1B1n2k1/7p/p7/1pp2NP1/3bn2P/1P3B2/P5K1/8 b - - 14 50;-172;-178
1B1n2k1/8/6p1/p2Np2p/3b4/8/5PPP/5K2 w - - 2 30;-148;-166
1B1n2k1/8/P3p1pp/3p4/8/3N4/4p1PP/6K1 b - - 0 41;-570;-577
1B1n2k1/8/p6b/3p1pp1/2nPp3/2N1P1P1/P4P2/5BK1 b - - 2 35;-272;-272
1B1n2k1/8/p6b/3p1pp1/2nPp3/4P1P1/P4P2/3N1BK1 w - - 1 34;264;271
1B1n2k1/R2q2pp/2p1pr2/2Pp1p2/3P1P2/8/1Q4PP/6K1 b - - 2 31;-111;-116
1B1n2k1/R5pp/2p2p2/2P5/2Pr4/6P1/P4PKP/8 w - - 1 36;322;328
1B1n2k1/p2R1p1p/5bp1/8/8/6P1/4PP1P/6K1 b - - 0 25;-341;-347
1B1n2k1/p2b1p2/1p3q1p/1PpB1p1Q/2Pp3P/P2P2P1/8/6K1 w - - 1 36;115;87
1B1n2k1/p2b1p2/1p3q1p/1PpB1p2/2Pp3P/P2P2P1/4Q3/6K1 b - - 2 37;-100;-116
1B1n2k1/p2b3p/1p2p3/8/2P1B3/1P6/P3P2P/6K1 w - - 1 34;365;371
1B1n2k1/p2qn1pp/1pp2p2/3p4/1Q1P4/P1PP1N1P/5PP1/5K2 w - - 10 26;-32;-29
1B1n2k1/p2qrpb1/Q1p2n2/2Pp1b1p/3Pp1p1/2N1P2P/P2NBPP1/1R4K1 w - - 0 24;139;132
1B1n2k1/p2qrpb1/Q1p2n2/2Pp1b1p/3Pp1pP/2N1P3/P2NBPP1/1R4K1 b - - 0 25;-122;-136
1B1n2k1/p2qrpb1/Q1p2n2/2Pp1bpp/3Pp3/2N1P2P/P2NBPP1/1R4K1 b - - 2 24;-124;-135
1B1n2k1/p2qrpb1/Q1p2n2/2Pp1bpp/3Pp3/2N1P2P/P2NBPP1/5RK1 w - - 1 23;139;133
1B1n2k1/p2r1pp1/1p6/2p4p/7P/2P1P1P1/PRP2K2/8 b - - 2 27;147;141
1B1n2k1/p2r1pp1/1p6/2p4p/7P/2P1P1P1/PRP5/6K1 w - - 1 26;-135;-142
1B1n2k1/p2r2p1/1p5p/3P1p2/4r3/R5P1/P1R2PKP/8 b - - 0 32;-56;-61
1B1n2k1/p2r2p1/1p5p/3p1p2/2P1r3/R5P1/P1R2PKP/8 w - - 0 31;48;55
1B1n2k1/p2r2p1/1pp4p/3P1p2/2P1r3/R5P1/P1R2PKP/8 b - - 1 31;-56;-50
1B1n2k1/p3b1pp/2b1p3/1p3p2/1P2N3/P5P1/4PPBP/6K1 w - f6 0 25;-10;-17
1B1n2k1/p3b2p/1pp2pp1/3p4/3P2PP/2PN1P2/PP3K2/8 b - - 1 33;-119;-113
1B1n2k1/p3bppp/2b1p3/1p6/1P2N3/P5P1/4PPBP/6K1 b - - 1 25;14;18
1B1n2k1/p3pp2/Np4pp/5b1n/1pP5/6PP/Pb1NPPB1/6K1 w - - 0 22;150;157
1B1n2k1/p3ppb1/1p1N3p/2p2P2/P7/2P5/1P3PB1/6K1 b - - 0 30;-379;-368
1B1n2k1/p3ppb1/1p1n3p/2p2P2/P1N5/2P5/1P3PB1/6K1 w - - 4 29;375;370
1B1n2k1/p3ppb1/1p4pp/2N2b1n/1pP5/6PP/PP1NPPB1/6K1 w - - 0 21;143;144
1B1n2k1/p3ppb1/Np4pp/5b1n/1pP5/6PP/PP1NPPB1/6K1 b - - 1 22;-133;-137
1B1n2k1/p3q1b1/P1p3pp/1p1p1pP1/3P3P/1P2QB2/2P2P2/6K1 b - - 1 38;-157;-168
1B1n2k1/p3q1b1/P1p3pp/1p1p1pP1/3P3P/1PQ2B2/2P2P2/6K1 w - - 0 37;122;121
1B1n2k1/p3q1bp/P1p3p1/1p1p1pP1/3P3P/1PQ2B2/2P2P2/6K1 b - - 0 37;-24;-20
1B1n2k1/p3q1bp/P1p3p1/1p1p1pP1/3P4/1PQ2B1P/2P2P2/6K1 w - - 4 36;39;44
1B1n2k1/p3q1np/2R5/4pp1r/NpPp1Q2/1P1P1PP1/P5K1/4R3 b - - 0 41;-86;-92
1B1n2k1/p3q1np/2r1p3/2R2p1r/NpPp1Q2/1P1P1PP1/P5K1/4R3 b - - 0 40;-163;-169
1B1n2k1/p3q1np/2r1p3/2p1Rp1r/NpPp1Q2/1P1P1PP1/P5K1/4R3 w - - 5 39;176;170
1B1n2k1/p3q1np/2r5/2R1pp1r/NpPp1Q2/1P1P1PP1/P5K1/4R3 w - - 0 40;224;253
1B1n2k1/p4pb1/1p1p3p/2p2P2/P7/2P5/1P3PB1/6K1 w - - 0 30;378;381
1B1n2k1/p4pp1/1p4bp/1B6/P3p1P1/2P1P3/5PP1/6K1 b - - 2 30;-314;-334
1B1n2k1/p4ppp/1p6/2n5/7P/P3PP2/4BPK1/8 b - - 1 28;-57;-54
1B1n2k1/p4q2/P1p2bpP/1p1p1p1P/3P4/1P2QB2/2P2P2/6K1 b - - 0 40;-210;-221
1B1n2k1/p4q2/P1p2bpP/1p1p1p2/3P3P/1P2QB2/2P2P2/6K1 w - - 1 39;296;324
1B1n2k1/p4qb1/P1p3pP/1p1p1p2/3P3P/1P2QB2/2P2P2/6K1 b - - 0 39;-166;-238
1B1n2k1/p4qb1/P1p3pp/1p1p1pP1/3P3P/1P2QB2/2P2P2/6K1 w - - 2 38;158;175
1B1n2k1/p4qnp/2r1p3/2p1Rp1r/NpPp1Q2/1P1P1PP1/P5K1/4R3 b - - 4 39;-51;-47
1B1n2k1/p4qnp/2r1p3/2p2p1r/NpPp1Q2/1P1P1PP1/P3R1K1/4R3 w - - 3 38;98;59
1B1n2k1/p4qpp/1p6/1Q6/8/8/P5PP/6K1 b - - 1 30;11;6
1B1n2k1/p5p1/1b2ppp1/1Pp5/P1P2PP1/7P/8/2N3K1 w - - 3 36;112;105
1B1n2k1/p5p1/1b2ppp1/PPp5/2P2PP1/7P/8/2N3K1 b - - 0 37;-122;-121
1B1n2k1/p5p1/1p5p/1P3p2/2Pp4/3P2P1/5P1P/6K1 b - - 2 34;-286;-286
1B1n2k1/p5p1/1p5p/3r1p2/4r3/R5P1/P1R2PKP/8 w - - 0 32;55;56
1B1n2k1/p5p1/4ppp1/bPp5/2P2PP1/7P/8/2N3K1 w - - 0 37;116;110
1B1n2k1/p5p1/Bp5p/8/1K6/P7/1P4bP/8 w - - 4 35;176;193
1B1n2k1/p6p/1pp3p1/5p2/8/4P1P1/PP3P1P/6K1 b - - 1 25;-67;-67
1B1n2k1/p6p/1pp5/6p1/4Pp2/1PP2P2/6PP/2K5 b - - 1 26;-137;-131
1B1n2k1/p6p/2p3p1/5p2/5P2/1P6/P1K3PP/8 b - - 1 28;-89;-89
1B1n2k1/pb3ppp/1p2p3/2n5/2PN4/8/PP2BPPP/6K1 b - - 3 21;-121;-127
1B1n2k1/pb3ppp/1p6/2n1p3/2PN4/8/PP2BPPP/6K1 w - - 0 21;165;168
1B1n2k1/pp1r2pp/2p5/3p4/3P4/1QP3P1/P5P1/6K1 b - - 3 32;-470;-477
1B1n2k1/pp2bppp/4b3/8/8/1NP2B2/PP4PP/7K b - - 1 21;-13;-7
1B1n2k1/pp2ppb1/6pp/2N2b1n/1pP5/6PP/PP1NPPB1/6K1 b - - 3 21;-134;-117
1B1n2k1/pp2ppb1/6pp/2p5/2P1B3/1P2P3/P4PPP/6K1 b - - 1 25;-128;-127
1B1n2k1/pp3pbp/2p2np1/8/8/P1N1P2P/BP3PP1/6K1 b - - 1 26;-9;-24
1B1n2k1/pp4p1/2p1pn1p/2P5/3P4/P1P2B1P/6P1/6K1 b - - 1 31;-92;-88
1B1n2k1/pp4pp/2q2p2/2p5/3p3P/P2P1QP1/1PP2PK1/8 b - - 5 23;-56;-50
1B1n2k1/r3bp1p/2B3p1/p1p5/1p6/1P2P1P1/P3KP1P/3R4 b - - 5 31;-132;-125
1B1n2k1/r4p1p/P3pb2/2Pp1p2/R2P4/3BP2P/6P1/6K1 b - - 0 40;-464;-470
1B1n2k1/r6p/1p3rpq/3p1pN1/3P2P1/2PB2P1/P1Q2PK1/8 w - - 0 25;186;174
1B1n2kb/7p/6pP/3Pp1p1/4P3/5P2/P7/4K1R1 b - - 0 34;-617;-629
1B1n2kr/4b1pp/1N2pp2/PR1p4/3P4/r7/5PPP/2R3K1 b - - 0 27;6;0
1B1n2kr/4b1pp/1N2pp2/Pq1p4/3P4/r7/5PPP/1RR3K1 w - - 0 26;0;0
1B1n2kr/4b1pp/1Nq1pp2/1Q1p4/P2P4/2r5/5PPP/1R3RK1 w - - 0 24;64;67
1B1n2kr/4b1pp/1Nq1pp2/PQ1p4/3P4/2r5/5PPP/1R3RK1 b - - 0 25;19;25
1B1n2kr/4b1pp/1Nq1pp2/PQ1p4/3P4/r7/5PPP/1R3RK1 w - - 1 25;125;118
1B1n2kr/4b1pp/1Nq1pp2/PQ1p4/3P4/r7/5PPP/1RR3K1 b - - 2 26;10;8
1B1n2kr/4bppp/1Nq1p3/1Q1p4/3P4/2r5/P4PPP/1R3RK1 w - - 5 23;54;54
1B1n2kr/4bppp/1Nq1p3/1Q1p4/P2P4/2r5/5PPP/1R3RK1 b - a3 0 24;-52;-58
1B1n2nk/6pp/2p5/2Pp1b2/3P3P/3N1P2/2B3P1/6K1 b - - 0 44;-177;-177
1B1n2r1/3k4/p1p1q3/1pPp1p2/8/P2R4/1PP2P1Q/1K6 b - - 4 33;-132;-122
1B1n2r1/3k4/p1p1q3/1pPp1p2/8/P7/1PP2P1Q/1K1R4 w - - 3 32;160;187
1B1n2r1/4qk2/p1p5/QpP2p2/3p4/P7/1PP2P2/1K1R4 w - - 6 43;184;191
1B1n2r1/p2P1kpp/1p2p3/5p2/2P5/PP2Rb2/6PP/4R1K1 b - - 0 26;-365;-378
1B1n2r1/p3rk2/1pb1pqnp/3p2p1/P1pP2P1/2P1QB2/1RP2PNP/1R4K1 w - - 10 27;-44;-29
1B1n3Q/5p2/k1r2P2/p7/b7/P1pK1P2/8/1R6 b - - 0 45;-763;-769
1B1n3Q/5p2/k1r2P2/p7/b7/P2K1P2/2p5/1R6 w - - 0 45;736;737
1B1n3Q/5p2/k1r2P2/p7/b7/P2K1P2/2p5/2R5 b - - 1 46;-747;-760
1B1n3b/1p1k4/1P3p2/1K2pNp1/4P1P1/8/5P2/8 b - - 14 46;-15;-11
1B1n3k/1p1P2bp/4B1p1/8/8/8/PPr3PP/3R3K w - - 1 30;387;401
1B1n3k/1p1P2bp/6p1/8/8/1B5P/Pr4P1/3R3K b - - 0 32;-336;-362
1B1n3k/1p1P2bp/6p1/8/8/1B6/PPr3PP/3R3K b - - 2 31;-344;-351
1B1n3k/1p1P2bp/6p1/8/8/1B6/Pr4PP/3R3K w - - 0 31;353;360
1B1n3k/1p1P3p/5bp1/8/8/1B5P/P2r2P1/4R2K w - - 3 33;986;1003
1B1n3k/1p1P3p/5bp1/8/8/1B5P/Pr4P1/3R3K w - - 1 32;331;342
1B1n3k/1p1P3p/5bp1/8/8/1B5P/Pr4P1/4R2K b - - 2 33;-370;-374
1B1n3k/1pp3bp/3pn3/r4B2/4N3/2P4K/PP5P/5R2 w - - 3 28;-60;-54
1B1n3k/1pp3bp/3pn3/r4B2/4N3/P1P4K/1P5P/5R2 b - - 0 29;55;57
1B1n3k/1prP2bp/4B1p1/8/8/8/PP4PP/3R3K b - - 0 30;-349;-355
1B1n3k/6pp/p4p2/1n1Np3/4P3/1PP2P2/P1K3PP/8 w - - 2 28;451;487
1B1n3k/6pp/p4p2/1n1Np3/P3P3/1PP2P2/2K3PP/8 b - a3 0 29;-498;-512
1B1n3k/7p/1pp3p1/2b5/8/PBP5/5PKP/8 b - - 2 32;-10;-17
1B1n3k/8/1p5p/b1p5/4B1p1/1P6/P6P/5K2 b - - 2 39;0;0
1B1n3k/p2r1qp1/R1p2pbp/1pPp4/3Q2P1/5P2/PP2P2P/5BK1 w - - 13 42;55;48
1B1n3k/p2r1qp1/R1p2pbp/1pPp4/3Q2P1/5P2/PP2P2P/5BK1 w - - 17 44;55;48
1B1n3k/p2r2p1/R1p1qpbp/1pPp4/3Q2P1/5P2/PP2P2P/5BK1 b - - 12 42;-26;-48
1B1n3k/p2r2p1/R1p1qpbp/1pPp4/3Q2P1/5P2/PP2P2P/5BK1 b - - 16 44;-26;-48
1B1n3k/p4p2/4p1p1/1p2P3/4b3/1P6/P5PP/5RK1 b - - 0 31;-260;-266
1B1n3k/p5b1/1p5p/2p5/4B1p1/1PP5/P6P/5K2 b - - 2 37;0;6
1B1n3k/p5pp/1pp5/8/8/PBb2p2/2P2PPP/6K1 b - - 1 28;-37;-41
1B1n3k/p5pp/1pp5/8/8/PBb5/2P2PpP/6K1 w - - 0 28;53;47
1B1n3k/p6p/P5p1/2p2p2/8/1PP4P/6P1/6K1 b - - 2 30;-222;-239
1B1n3k/p7/1p5p/2p5/4B1p1/1Pb5/P6P/5K2 w - - 0 37;0;0
1B1n3r/1k3B2/b3pP1p/1p1pP1r1/2pP4/2P3N1/R1P4P/R6K b - - 0 58;-801;-815
1B1n3r/1p1b2kp/p1p2bp1/5p2/2N5/1BP4P/PP3PP1/4R1K1 b - - 1 29;-19;-21
1B1n3r/1p1b2kp/p1p2bp1/5p2/2N5/2P4P/PPB2PP1/4R1K1 w - - 0 28;19;19
1B1n3r/1p2k1pp/p3b3/5p2/4p3/1BP2P2/P1P3PP/2K1R3 b - - 0 19;0;6
1B1n3r/1p2k1pp/p3b3/5p2/4p3/1BP5/P1P2PPP/2K1R3 w - f6 0 18;0;0
1B1n3r/1p2k1pp/p3b3/5p2/4p3/1BP5/P1P2PPP/2KR4 w - - 2 18;0;0
1B1n3r/1p2k1pp/p3b3/5p2/4p3/1BP5/P1P2PPP/2KR4 w - f6 0 18;0;0
1B1n3r/1p2k1pp/p3b3/5p2/4p3/2P1K3/P1P1BPPP/3R4 b - - 1 19;32;38
1B1n3r/1p2k1pp/p3b3/5p2/4p3/2P1K3/P1P1BPPP/7R w - f6 0 18;14;17
1B1n3r/1p2k1pp/p3b3/5p2/8/1BP2P2/P1P4P/2K1R3 b - - 0 20;6;3
1B1n3r/1p2k1pp/p3b3/5p2/8/1BP2p2/P1P3PP/2K1R3 w - - 0 19;0;-6
1B1n3r/1p2k1pp/p3b3/5p2/P3p3/2P5/2P1BPPP/2KR4 w - f6 0 18;13;13
1B1n3r/1p2k1pp/p7/5p2/4p3/1PP2P2/P5PP/2K1R3 b - - 0 20;14;14
1B1n3r/1p2k1pp/p7/5p2/4p3/1bP2P2/P1P3PP/2K1R3 w - - 0 19;25;25
1B1n3r/1p2kppp/p3b3/8/2B1p3/2P5/P1P2PPP/2KR4 w - - 4 17;0;6
1B1n3r/1p2kppp/p3b3/8/4p3/1BP5/P1P2PPP/2K1R3 b - - 5 18;3;2
1B1n3r/1p2kppp/p3b3/8/4p3/1BP5/P1P2PPP/2K4R w - - 4 17;0;0
1B1n3r/1p2kppp/p3b3/8/4p3/1BP5/P1P2PPP/2KR4 b - - 5 18;6;1
1B1n3r/1p2kppp/p3b3/8/4p3/2P1K3/P1P1BPPP/7R b - - 5 18;25;31
1B1n3r/1p2kppp/p3b3/8/4p3/2P5/P1P1BPPP/2KR4 w - - 4 17;46;50
1B1n3r/1p2kppp/p3b3/8/4p3/2P5/P1PKBPPP/7R w - - 4 17;14;12
1B1n3r/1p2kppp/p3b3/8/P3p3/2P5/2P1BPPP/2KR4 b - a3 0 18;-11;-17
1B1n3r/1p3k2/p3b1p1/5p1p/2P1p2P/4K3/P1P1BPP1/1R6 w - - 0 26;112;110
1B1n3r/1p3kpp/p3b3/5p2/8/1BP2P2/P1P4P/2K1R3 w - - 1 20;-6;0
1B1n3r/1p3kpp/p3b3/5p2/8/1BP2P2/P1P4P/2KR4 b - - 2 21;8;8
1B1n3r/3k1pp1/p5p1/1p2P1N1/8/8/PP3PPP/3R2K1 b - - 0 27;-596;-591
1B1n3r/3k1ppp/1Rp1p3/p7/8/6P1/P3PP1P/6K1 w - - 0 23;-24;-17
1B1n3r/3k1ppp/p1p1p3/8/8/6P1/P3PP1P/1R4K1 w - - 2 22;-25;-22
1B1n3r/3k1ppp/pRp1p3/8/8/6P1/P3PP1P/6K1 b - - 3 23;15;21
1B1n3r/4bkpp/p3p3/3n4/NP1N4/P7/5PPP/2R3K1 w - - 0 26;190;185
1B1n3r/4k3/1q2Pnp1/5pNp/1bBP4/7P/4Q1P1/R4RK1 b - - 0 28;-722;-658
1B1n3r/p2b2q1/1pk1pp1p/3p3P/2pP2B1/P1P1QPP1/2PKR3/8 b - - 11 33;13;18
1B1n3r/p3bkpp/4p3/3n4/NP1N4/P7/5PPP/2R3K1 b - - 2 26;-157;-152
1B1n3r/pb1rRk2/1p4p1/7p/3N4/5P2/PPP3PP/1K2R3 b - - 0 26;179;193
1B1n3r/pb1rbk2/1p4p1/7p/3N4/4RP2/PPP3PP/1K2R3 w - - 4 25;-217;-223
1B1n3r/pb2Rk2/1p4p1/7p/3N4/5P2/PPP3PP/1K6 b - - 0 27;199;194
1B1n3r/pb2k3/1p4p1/7p/3N4/5P2/PPP3PP/1K6 w - - 0 27;-223;-236
1B1n3r/pb2rk2/1p4p1/7p/3N4/5P2/PPP3PP/1K2R3 w - - 0 26;-194;-223
1B1n3r/pk1b2q1/1p2pp1p/3p3P/2pP2B1/P1P1QPP1/2PKR3/8 w - - 12 33;-20;-13
1B1n3r/pp1b2kp/2p2bp1/5p2/2N5/2P4P/PPB2PP1/3Rr1K1 w - - 0 27;12;10
1B1n3r/pp1b2kp/2p2bp1/5p2/2N5/2P4P/PPB2PP1/4R1K1 b - - 0 28;-15;-8
1B1n3r/pp1br1kp/2p2bp1/5p2/2N5/2P4P/PPB2PP1/3RR1K1 b - - 8 27;-9;-15
1B1n3r/pp3k2/4b1p1/5p1p/2P1p2P/4K3/P1P1BPP1/1R6 b - - 1 26;-63;-61
1B1n4/1B1b2p1/4k2p/2K2p2/p7/6P1/1P4PP/8 w - - 8 42;58;65
1B1n4/1B1b4/4k2p/3n2p1/8/6PP/4PPK1/8 w - - 7 38;-76;-77
1B1n4/1B1b4/7p/3nk1p1/8/6PP/4PPK1/8 b - - 6 38;90;88
1B1n4/1B1k3p/8/3p1p2/3PbK1P/4P3/8/8 w - - 9 62;85;90
1B1n4/1B2k1pp/p7/1p3p2/2p5/P1P1K3/5PPP/8 b - - 0 34;102;81
1B1n4/1B6/4kb2/2Pp4/P2P2pP/1P2K1P1/8/8 w - - 7 64;1118;1134
1B1n4/1K1k4/P7/8/8/8/2P5/8 w - - 3 52;3977;3978
1B1n4/1P1k4/1K6/8/7p/8/P7/8 w - - 3 49;1735;1758
1B1n4/1P5p/4K3/7k/2N5/8/8/8 w - - 1 53;549;553
1B1n4/1P5p/8/3K3k/2N5/8/8/8 b - - 2 54;-575;-570
1B1n4/1P5p/8/3K4/2N3k1/8/8/8 w - - 3 54;3405;2026
1B1n4/1R4p1/p4k1p/1bP2p1P/4p3/8/P2K2P1/8 w - - 1 48;119;115
1B1n4/1R6/4k3/P5pp/3n4/5P2/6PP/6K1 w - - 1 51;758;780
1B1n4/1R6/P3k3/6pp/3n4/5P2/6PP/6K1 b - - 0 52;-766;-772
1B1n4/1R6/P7/3k2pp/3n4/5P2/6PP/6K1 w - - 1 52;1998;2063
1B1n4/1b1k2p1/5p2/4p2p/pNP1P3/4KPP1/P6P/8 w - - 1 44;104;105
1B1n4/1b1k2p1/5p2/4p2p/pNP1PP2/4K1P1/P6P/8 b - - 0 45;-72;-66
1B1n4/1b1k2p1/5p2/7p/pNP1PP2/4K3/P6P/8 b - - 0 46;-70;-74
1B1n4/1b1k2p1/5p2/7p/pNP1Pp2/4K1P1/P6P/8 w - - 0 45;75;73
1B1n4/1b1k4/5pp1/7p/pNP1PP2/4K3/P6P/8 w - - 0 46;118;125
1B1n4/1b2k1pp/p7/1p3p2/2p5/P1P1KB2/5PPP/8 w - - 4 33;-92;-96
1B1n4/1p1P1k2/5p2/4p3/rP4p1/8/7P/3R2K1 w - - 0 48;-20;-14
